id_parc;nom_usuel;puissance_parc;code_insee;nom_commune;code_dept;code_reg;date_depot_demande_autorisation;date_delivrance_avis_autorite_environnementale;date_delivrance_autorisation;date_debut_construction;date_mise_en_service;date_debut_demantelement;etat_parc;statut_admin;statut_parc;date_arrete_prefectoral_complementaire_renouvellement;renouvellement;nom_exploitant;siret;date_maj
0005602700;SAS  EGM WIND;12.0;15231;TALIZAT;15;84;;;;2008-06-29;2008-12-29;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005602701;SEPE TALIZAT REZENTIERES II;6.0;15161;REZENTIERES;15;84;;;;2008-10-02;2009-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;SEPE TALIZAT REZENTIERES II;;
0005602701;SEPE TALIZAT REZENTIERES II;6.0;15231;TALIZAT;15;84;;;;2008-10-02;2009-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;SEPE TALIZAT REZENTIERES II;;
0005602701;SEPE TALIZAT REZENTIERES II;6.0;15259;VIEILLESPESSE;15;84;;;;2008-10-02;2009-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;SEPE TALIZAT REZENTIERES II;;
0005602702;SARL PARC EOLIEN DE COL DE LA FAGEOLE 1;12.0;15055;COREN;15;84;;;;2006-06-01;2007-02-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005603262;SAS PARC EOLIEN COL DE LA FAGEOLE 2;1.0;15055;COREN;15;84;;;;2006-12-18;2007-01-12;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005702894;La Tessenière Est;3.6;51141;LA CHAUSSEE SUR MARNE;51;44;;;;2022-03-10;;;En construction;Autorisation;Autorisé;;Aucun;SARL MONT FAVERGER;43173159500051;2023-07-21
0005704120;BETHENIVILLE;12.0;51054;BETHENIVILLE;51;44;;;;2015-03-19;2015-11-28;;En exploitation;Autorisation;Autorisé;;Aucun;Futures Energies Betheniville (ENGIE Green);44208493500026;
0005704123;Eoliennes de Dahlia;11.0;52128;CIREY-LES-MAREILLES;52;44;;;;2021-02-08;2022-04-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704129;Prévoterie et extension;61.2;10131;DROUPT-SAINT-BASLE;10;44;;;;2009-12-15;2010-12-15;;En exploitation;Autorisation;Autorisé;;Aucun;EOLIS.LES CHAMPS / MSE LA PREVOTERIE (ENGIE Green);820444610;
0005704129;Prévoterie et extension;61.2;10132;DROUPT STE MARIE;10;44;;;;2009-12-15;2010-12-15;;En exploitation;Autorisation;Autorisé;;Aucun;EOLIS.LES CHAMPS / MSE LA PREVOTERIE (ENGIE Green);820444610;
0005704129;Prévoterie et extension;61.2;10166;LES GRANDES CHAPELLES;10;44;;;;2009-12-15;2010-12-15;;En exploitation;Autorisation;Autorisé;;Aucun;EOLIS.LES CHAMPS / MSE LA PREVOTERIE (ENGIE Green);820444610;
0005704129;Prévoterie et extension;61.2;10305;PREMIERFAIT;10;44;;;;2009-12-15;2010-12-15;;En exploitation;Autorisation;Autorisé;;Aucun;EOLIS.LES CHAMPS / MSE LA PREVOTERIE (ENGIE Green);820444610;
0005704129;Prévoterie et extension;61.2;10316;RHEGES;10;44;;;;2009-12-15;2010-12-15;;En exploitation;Autorisation;Autorisé;;Aucun;EOLIS.LES CHAMPS / MSE LA PREVOTERIE (ENGIE Green);820444610;
0005704158;LES EOLIENNES DES VIGNES HAUTES;7.5;10004;ALLIBAUDIERES;10;44;;;;;2012-11-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704163;PARC EOLIEN LE NITIS 1;11.75;08014;ANNELLES;08;44;;;;2016-01-27;2017-08-21;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704163;PARC EOLIEN LE NITIS 1;11.75;08286;MENIL ANNELLES;08;44;;;;2016-01-27;2017-08-21;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704164;EOLE COTE DU MOULIN;23.0;08024;ASFELD;08;44;;;;2018-02-26;2018-12-27;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704164;EOLE COTE DU MOULIN;23.0;08476;VILLERS DEVANT LE THOUR;08;44;;;;2018-02-26;2018-12-27;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704166;BLOMBAY ;8.0;08071;BLOMBAY;08;44;;;;2018-10-19;2016-10-19;;En exploitation;Autorisation;Autorisé;;Aucun;PARC EOLIEN DE BLOMBAY-L'ECHELLE (ENGIE Green);53804340700047;
0005704169;Mont de Grévière;27.6;08379;SAINT-ETIENNE-A-ARNES;08;44;;;;2019-03-20;2019-12-05;;En exploitation;Autorisation;Autorisé;;Aucun;PARC EOLIEN MONT DE LA GREVIERE;81884389800011;
0005704169;Mont de Grévière;27.6;08393;SAINT-PIERRE-A-ARNES;08;44;;;;2019-03-20;2019-12-05;;En exploitation;Autorisation;Autorisé;;Aucun;PARC EOLIEN MONT DE LA GREVIERE;81884389800011;
0005704169;Mont de Grévière;27.6;08378;ST CLEMENT A ARNES;08;44;;;;2019-03-20;2019-12-05;;En exploitation;Autorisation;Autorisé;;Aucun;PARC EOLIEN MONT DE LA GREVIERE;81884389800011;
0005704175;Centrale Eolienne de Biesles;12.0;52050;BIESLES;52;44;;;;;2013-01-03;;En exploitation;Autorisation;Autorisé;;Aucun;Centrale Eolienne Biesles;47967766800085;2023-07-21
0005704177;Vallée du Rognon;12.0;52167;DARMANNES;52;44;;;;2015-03-19;2015-06-30;;En exploitation;Autorisation;Autorisé;;Aucun;Futures Energies Investissements 2;51797696500015;
0005704177;Vallée du Rognon;12.0;52313;MAREILLES;52;44;;;;2015-03-19;2015-06-30;;En exploitation;Autorisation;Autorisé;;Aucun;Futures Energies Investissements 2;51797696500015;
0005704182;LES EOLIENNES D'ALLIBAUDIERES;7.5;10004;ALLIBAUDIERES;10;44;;;;;2012-11-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704184;EOLIENNE DE CHAMPFLEURY 2;12.3;10075;CHAMPFLEURY;10;44;;;;2011-03-11;2011-10-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704184;EOLIENNE DE CHAMPFLEURY 2;12.3;10172;HERBISSE;10;44;;;;2011-03-11;2011-10-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704184;EOLIENNE DE CHAMPFLEURY 2;12.3;10365;SALON;10;44;;;;2011-03-11;2011-10-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704187;STE VENTEOL;12.0;10075;CHAMPFLEURY;10;44;;;;2005-04-27;2006-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;STE VENTEOL;;2023-07-21
0005704188;Eoliennes de Norvilliers;7.5;10361;SAINT-REMY-SOUS-BARBUISE;10;44;;;;;2012-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704188;Eoliennes de Norvilliers;7.5;10442;VOUE;10;44;;;;;2012-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704189;EOLIENNES DES VIGNES;10.0;10273;ORTILLON;10;44;;;;;2012-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704190;EOLIENNES DE DOSNON;7.5;10004;ALLIBAUDIERES;10;44;;;;;2012-11-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704190;EOLIENNES DE DOSNON;7.5;10130;DOSNON;10;44;;;;;2012-11-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704191;LES EOLIENNES DE L'ORME BOYARD;5.0;10004;ALLIBAUDIERES;10;44;;;;;2012-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704191;LES EOLIENNES DE L'ORME BOYARD;5.0;10130;DOSNON;10;44;;;;;2012-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704191;LES EOLIENNES DE L'ORME BOYARD;5.0;10095;LE CHENE;10;44;;;;;2012-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704191;LES EOLIENNES DE L'ORME BOYARD;5.0;10272;ORMES;10;44;;;;;2012-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704193;SEEOM;25.45;10089;CHATRES;10;44;;;;2017-10-30;2018-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704193;SEEOM;25.45;10274;ORVILLIERS ST JULIEN;10;44;;;;2017-10-30;2018-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704195;Ventelec;12.3;10084;CHARMONT SOUS BARBUISE;10;44;;;;2009-06-15;2010-05-29;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704196;EOLIENNES DE PREMIERFAIT;13.8;10166;LES GRANDES CHAPELLES;10;44;;;;2008-05-13;2009-01-22;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704196;EOLIENNES DE PREMIERFAIT;13.8;10305;PREMIERFAIT;10;44;;;;2008-05-13;2009-01-22;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704197;SNC EOLIENNES DE COUVEILLONS;10.0;10400;VAUPOISSON;10;44;;;;;2012-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;Eoliennes de Couveillons;49893520400061;2023-07-21
0005704198;EOLIENNE DE LA COTE GUILLAUME;7.5;10400;VAUPOISSON;10;44;;;;;2012-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704199;EOLIENNES DE VIAPRES1;12.3;10075;CHAMPFLEURY;10;44;;;;2011-03-11;2011-10-20;;En exploitation;Autorisation;Autorisé;;Aucun;Eolienne de Viapres 1;49894710000059;2023-07-21
0005704199;EOLIENNES DE VIAPRES1;12.3;10289;PLANCY-L'ABBAYE;10;44;;;;2011-03-11;2011-10-20;;En exploitation;Autorisation;Autorisé;;Aucun;Eolienne de Viapres 1;49894710000059;2023-07-21
0005704199;EOLIENNES DE VIAPRES1;12.3;10408;VIAPRES-LE-PETIT;10;44;;;;2011-03-11;2011-10-20;;En exploitation;Autorisation;Autorisé;;Aucun;Eolienne de Viapres 1;49894710000059;2023-07-21
0005704200;EOLIENNES DE VIAPRES 2;2.05;10408;VIAPRES-LE-PETIT;10;44;;;;2011-03-11;2011-12-06;;En exploitation;Autorisation;Autorisé;;Aucun;Eolienne de Viapres 2;49895216700043;2023-07-21
0005704204;Société EOL TEAM;12.0;51178;COUPETZ;51;44;;;;;2006-08-01;;En exploitation;Autorisation;Autorisé;;Aucun;VECTOR RENEWABLES;;2023-07-21
0005704204;Société EOL TEAM;12.0;51244;FAUX-VESIGNEUL;51;44;;;;;2006-08-01;;En exploitation;Autorisation;Autorisé;;Aucun;VECTOR RENEWABLES;;2023-07-21
0005704204;Société EOL TEAM;12.0;51574;TOGNY-AUX-B??UFS;51;44;;;;;2006-08-01;;En exploitation;Autorisation;Autorisé;;Aucun;VECTOR RENEWABLES;;2023-07-21
0005704204;Société EOL TEAM;12.0;51648;VITRY LA VILLE;51;44;;;;;2006-08-01;;En exploitation;Autorisation;Autorisé;;Aucun;VECTOR RENEWABLES;;2023-07-21
0005704207;Eolienne des Banlées;13.8;10166;LES GRANDES CHAPELLES;10;44;;;;2008-05-13;2009-01-15;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704207;Eolienne des Banlées;13.8;10269;NOZAY;10;44;;;;2008-05-13;2009-01-15;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704207;Eolienne des Banlées;13.8;10305;PREMIERFAIT;10;44;;;;2008-05-13;2009-01-15;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704207;Eolienne des Banlées;13.8;10442;VOUE;10;44;;;;2008-05-13;2009-01-15;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704208;Eolienne des Grandes Chapelles;13.8;10082;CHAPELLE VALLON;10;44;;;;2008-05-13;2009-03-11;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704208;Eolienne des Grandes Chapelles;13.8;10166;LES GRANDES CHAPELLES;10;44;;;;2008-05-13;2009-03-11;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704208;Eolienne des Grandes Chapelles;13.8;10305;PREMIERFAIT;10;44;;;;2008-05-13;2009-03-11;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704209;Sé d'Exploitation Eolienne d'Orvilliers;12.0;10274;ORVILLIERS ST JULIEN;10;44;;;;2013-03-25;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704210;SARL Centrale éolienne des Malandaux;6.0;51415;OMEY;51;44;;;;2021-03-24;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704210;SARL Centrale éolienne des Malandaux;6.0;51436;POGNY;51;44;;;;2021-03-24;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704212;SARL DU MONT FAVERGER;6.0;51436;POGNY;51;44;;;;2021-08-15;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704213;SEPE des Quatre Vallées;20.0;51361;LE MEIX-TIERCELIN;51;44;;;;2011-07-15;2013-06-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704213;SEPE des Quatre Vallées;20.0;51508;ST OUEN DOMPROT;51;44;;;;2011-07-15;2013-06-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704214;SEPE des Quatre Vallées;12.0;51167;COOLE;51;44;;;;2011-11-14;2012-06-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704215;SAS DE LA COTE A L'ARBRE L'ESTREE;4.1;51141;LA CHAUSSEE SUR MARNE;51;44;;;;2009-06-17;2010-09-20;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704216;CENTRALE EOLIENNE LES CHAMPS PARENTS;10.25;51208;DAMPIERRE SUR MOIVRE;51;44;;;;2009-11-16;2010-08-20;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704216;CENTRALE EOLIENNE LES CHAMPS PARENTS;10.25;51141;LA CHAUSSEE SUR MARNE;51;44;;;;2009-11-16;2010-08-20;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704218;Société QUADRAN ENERGIES LIBRES;14.35;51208;DAMPIERRE SUR MOIVRE;51;44;;;;2009-11-16;2010-09-20;;;Autorisation;En instruction;;Aucun;TotalEnergies Renouvelables France;;2023-07-21
0005704218;Société QUADRAN ENERGIES LIBRES;14.35;51259;FRANCHEVILLE;51;44;;;;2009-11-16;2010-09-20;;;Autorisation;En instruction;;Aucun;TotalEnergies Renouvelables France;;2023-07-21
0005704218;Société QUADRAN ENERGIES LIBRES;14.35;51490;ST JEAN SUR MOIVRE;51;44;;;;2009-11-16;2010-09-20;;;Autorisation;En instruction;;Aucun;TotalEnergies Renouvelables France;;2023-07-21
0005704221;Extension du Mont de Bezard;16.0;51276;GOURGANCON;51;44;;;;2020-08-17;2021-12-13;;En exploitation;Autorisation;Autorisé;;Aucun;ENGIE GREEN;;
0005704222;EOLIENNES de Clamanges et Villeseneux;4.0;51578;TRECON;51;44;;;;2014-02-03;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704222;EOLIENNES de Clamanges et Villeseneux;4.0;51638;VILLESENEUX;51;44;;;;2014-02-03;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704224;Parc éolien des Vents de Cernon (Cernon 1);10.0;51106;CERNON;51;44;;;;2007-05-02;2008-06-20;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704231;Mont Grignon;24.0;51276;GOURGANCON;51;44;;;;;2010-10-01;;En exploitation;Autorisation;Autorisé;;Aucun;ERELIA PRODUCTION (ENGIE Green);;
0005704232;Mont de Bezard;49.8;51276;GOURGANCON;51;44;2005-06-16;2006-05-17;2006-05-17;2006-09-01;2007-09-01;;En attente de construction;Autorisation;Autorisé;;Substanciel;SAS ERELIA Champagne;48139810500025;
0005704232;Mont de Bezard;49.8;10365;SALON;10;44;2005-06-16;2006-05-17;2006-05-17;2006-09-01;2007-09-01;;En attente de construction;Autorisation;Autorisé;;Substanciel;SAS ERELIA Champagne;48139810500025;
0005704232;Mont de Bezard;49.8;10369;SEMOINE;10;44;2005-06-16;2006-05-17;2006-05-17;2006-09-01;2007-09-01;;En attente de construction;Autorisation;Autorisé;;Substanciel;SAS ERELIA Champagne;48139810500025;
0005704237;LES EOLIENNES DU CHENE;7.5;10004;ALLIBAUDIERES;10;44;;;;;2012-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704237;LES EOLIENNES DU CHENE;7.5;10095;LE CHENE;10;44;;;;;2012-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704240;AIOLOS SAS;12.0;10082;CHAPELLE VALLON;10;44;;;;2011-06-01;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704240;AIOLOS SAS;12.0;10230;MERGEY;10;44;;;;2011-06-01;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704243;PARC EOLIEN DES PORTES DE CHAMPAGNE;12.3;51258;LA FORESTIERE;51;44;;;;2012-03-13;2013-02-22;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704243;PARC EOLIEN DES PORTES DE CHAMPAGNE;12.3;51236;LES ESSARTS LE VICOMTE;51;44;;;;2012-03-13;2013-02-22;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704264;SAINT LADE;11.75;08107;CHATEAU PORCIEN;08;44;;;;2015-09-23;2016-01-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704268;Mont de Saint Benoit;12.8;10230;MERGEY;10;44;;;;2016-08-01;2016-12-23;;En exploitation;Autorisation;Autorisé;;Aucun;Engie Green Mont de Saint Benoit;79799234400029;
0005704268;Mont de Saint Benoit;12.8;10336;ST BENOIT SUR SEINE;10;44;;;;2016-08-01;2016-12-23;;En exploitation;Autorisation;Autorisé;;Aucun;Engie Green Mont de Saint Benoit;79799234400029;
0005704269;Parc éolien de la Saronde;36.0;51103;LA CELLE-SOUS-CHANTEMERLE;51;44;;;;2013-10-16;2015-07-20;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704269;Parc éolien de la Saronde;36.0;51524;SARON SUR AUBE;51;44;;;;2013-10-16;2015-07-20;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704273;Les Mont Equoi, Montagne A et B;35.2;10015;AUBETERRE;10;44;;;;2018-03-12;2018-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Engie Green Les Monts 2;79799234400037;
0005704273;Les Mont Equoi, Montagne A et B;35.2;10149;FEUGES;10;44;;;;2018-03-12;2018-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Engie Green Les Monts 2;79799234400037;
0005704273;Les Mont Equoi, Montagne A et B;35.2;10256;MONTSUZAIN;10;44;;;;2018-03-12;2018-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Engie Green Les Monts 2;79799234400037;
0005704273;Les Mont Equoi, Montagne A et B;35.2;10336;ST BENOIT SUR SEINE;10;44;;;;2018-03-12;2018-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Engie Green Les Monts 2;79799234400037;
0005704273;Les Mont Equoi, Montagne A et B;35.2;10352;STE MAURE;10;44;;;;2018-03-12;2018-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Engie Green Les Monts 2;79799234400037;
0005704277;PARC EOLIEN AUBE 1;32.0;10281;LE PAVILLON-SAINTE-JULIE;10;44;;;;2012-04-02;2012-10-29;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704277;PARC EOLIEN AUBE 1;32.0;10282;PAYNS;10;44;;;;2012-04-02;2012-10-29;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704277;PARC EOLIEN AUBE 1;32.0;10368;SAVIERES;10;44;;;;2012-04-02;2012-10-29;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704278;EOLIENNES VENT DE SEINE;45.0;10089;CHATRES;10;44;;;;2013-09-20;2015-02-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704278;EOLIENNES VENT DE SEINE;45.0;10234;MESGRIGNY;10;44;;;;2013-09-20;2015-02-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704278;EOLIENNES VENT DE SEINE;45.0;10274;ORVILLIERS ST JULIEN;10;44;;;;2013-09-20;2015-02-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704278;EOLIENNES VENT DE SEINE;45.0;10392;VALLANT-SAINT-GEORGES;10;44;;;;2013-09-20;2015-02-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704302;Châtaigniers;14.0;51380;MONTMIRAIL;51;44;;;;2014-08-20;2015-04-10;;En exploitation;Autorisation;Autorisé;;Aucun;CEOLCHA51;51264960900041;
0005704306;ARGONNE;11.9;51214;DOMMARTIN-VARIMONT;51;44;;;;2004-07-01;2005-06-01;;En exploitation;Autorisation;Autorisé;;Aucun;SFE PARC EOLIEN DE L'ARGONNE (ENGIE Green);45109535000026;
0005704306;ARGONNE;11.9;51229;EPENSE;51;44;;;;2004-07-01;2005-06-01;;En exploitation;Autorisation;Autorisé;;Aucun;SFE PARC EOLIEN DE L'ARGONNE (ENGIE Green);45109535000026;
0005704306;ARGONNE;11.9;51404;NOIRLIEU;51;44;;;;2004-07-01;2005-06-01;;En exploitation;Autorisation;Autorisé;;Aucun;SFE PARC EOLIEN DE L'ARGONNE (ENGIE Green);45109535000026;
0005704307;PARC EOLIEN DES COTES DE CHAMPAGNE;11.9;51039;BASSU;51;44;;;;2004-09-01;2005-07-20;;En exploitation;Autorisation;Autorisé;;Aucun;Renvico France;45109544200021;
0005704307;PARC EOLIEN DES COTES DE CHAMPAGNE;11.9;51325;LISSE EN CHAMPAGNE;51;44;;;;2004-09-01;2005-07-20;;En exploitation;Autorisation;Autorisé;;Aucun;Renvico France;45109544200021;
0005704307;PARC EOLIEN DES COTES DE CHAMPAGNE;11.9;51472;ST AMAND SUR FION;51;44;;;;2004-09-01;2005-07-20;;En exploitation;Autorisation;Autorisé;;Aucun;Renvico France;45109544200021;
0005704307;PARC EOLIEN DES COTES DE CHAMPAGNE;11.9;51589;VANAULT-LE-CHATEL;51;44;;;;2004-09-01;2005-07-20;;En exploitation;Autorisation;Autorisé;;Aucun;Renvico France;45109544200021;
0005704308;Orme en Champagne;14.0;51340;MAISONS EN CHAMPAGNE;51;44;;;;2015-10-06;2016-10-06;;En exploitation;Autorisation;Autorisé;;Aucun;Renvico France;48464089100038;
0005704308;Orme en Champagne;14.0;51446;PRINGY;51;44;;;;2015-10-06;2016-10-06;;En exploitation;Autorisation;Autorisé;;Aucun;Renvico France;48464089100038;
0005704312;Mont Heudelan;29.7;08378;ST CLEMENT A ARNES;08;44;;;;2015-03-19;2015-10-30;;En exploitation;Autorisation;Autorisé;;Aucun;Futures Energies Du Mont Heudelan (ENGIE Green);798025284;
0005704312;Mont Heudelan;29.7;51487;ST HILAIRE LE PETIT;51;44;;;;2015-03-19;2015-10-30;;En exploitation;Autorisation;Autorisé;;Aucun;Futures Energies Du Mont Heudelan (ENGIE Green);798025284;
0005704313;EOLE BRIE CHAMPENOISE;20.5;51129;CHARLEVILLE;51;44;;;;2014-08-04;2015-07-13;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704313;EOLE BRIE CHAMPENOISE;20.5;51170;CORFELIX;51;44;;;;2014-08-04;2015-07-13;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704313;EOLE BRIE CHAMPENOISE;20.5;51626;LA VILLENEUVE-LES-CHARLEVILLE;51;44;;;;2014-08-04;2015-07-13;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0005704314;Cheppes la Prairie;10.25;51148;CHEPPES LA PRAIRIE;51;44;;;;2016-12-08;2016-12-31;;En exploitation;Autorisation;Autorisé;;Aucun;FUTURES ENERGIES INVESTISSEMENTS 3 (ENGIE Green);;
0005704315;La Côte de la Bouchère;25.8;51184;COURDEMANGES;51;44;;;;2013-03-12;2014-04-16;;En exploitation;Autorisation;Autorisé;;Aucun;FUTURES ENERGIES INVESTISSEMENTS (ENGIE Green);;
0005704315;La Côte de la Bouchère;25.8;51295;HUIRON;51;44;;;;2013-03-12;2014-04-16;;En exploitation;Autorisation;Autorisé;;Aucun;FUTURES ENERGIES INVESTISSEMENTS (ENGIE Green);;
0005704316;Germinon;65.0;51268;GERMINON;51;44;;;;2009-10-01;2010-01-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704317; Mont de l'arbre;6.15;51141;LA CHAUSSEE SUR MARNE;51;44;;;;2009-10-04;2010-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;Futures énergies investissement (ENGIE Green);;
0005704318;CERNON 2;10.0;51106;CERNON;51;44;;;;2007-09-01;2008-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704319;Cernon 3;7.5;51106;CERNON;51;44;;;;2007-09-01;2008-09-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0005704320;Entre Coole et Marne;14.35;51106;CERNON;51;44;;;;2016-09-30;2017-02-01;;En exploitation;Autorisation;Autorisé;;Aucun;FUTURES ENERGIES CERY;79304034600025;
